Key,Source,Context,Changes,English,japanese,german
MaximumHealthRank4LongDesc,progression,skills,New,Increase your maximum health by 24,あなたの最大体力を24増加させます。,Erhöhe deine maximale Lebensenergie um 24.
MaximumHealthRank5LongDesc,progression,skills,New,Increase your maximum health by 30,あなたの最大体力を30増加させます。,Erhöhe deine maximale Lebensenergie um 30.
MaximumHealthRank6LongDesc,progression,skills,New,Increase your maximum health by 34,あなたの最大体力を34増加させます。,Erhöhe deine maximale Lebensenergie um 34.
MaximumHealthRank7LongDesc,progression,skills,New,Increase your maximum health by 38,あなたの最大体力を38増加させます。,Erhöhe deine maximale Lebensenergie um 38.
MaximumHealthRank8LongDesc,progression,skills,New,Increase your maximum health by 42,あなたの最大体力を42増加させます。,Erhöhe deine maximale Lebensenergie um 42.
MaximumHealthRank9LongDesc,progression,skills,New,Increase your maximum health by 46,あなたの最大体力を46増加させます。,Erhöhe deine maximale Lebensenergie um 46.
MaximumHealthRank10LongDesc,progression,skills,New,Increase your maximum health by 50,あなたの最大体力を50増加させます。,Erhöhe deine maximale Lebensenergie um 50.

MaximumStaminaName,progression,skills,New,Maximum Stamina,スタミナ最大値,Maximale Ausdauer
MaximumStaminaDesc,progression,skills,New,Increase your endurance and thus your maximum stamina.,持久力を鍛え、最大のスタミナを高めます。,Erhöhe dein Durchhaltevermögen und dadurch deine maximale Ausdauer.
MaximumStaminaRank1Desc,progression,skills,New,+6 Maximum Stamina,最大スタミナ+6,+ 6 Maximale Ausdauer
MaximumStaminaRank2Desc,progression,skills,New,+12 Maximum Stamina,最大スタミナ+12,+ 12 Maximale Ausdauer
MaximumStaminaRank3Desc,progression,skills,New,+18 Maximum Stamina,最大スタミナ+18,+ 18 Maximale Ausdauer
MaximumStaminaRank4Desc,progression,skills,New,+24 Maximum Stamina,最大スタミナ+24,+ 24 Maximale Ausdauer
MaximumStaminaRank5Desc,progression,skills,New,+30 Maximum Stamina,最大スタミナ+30,+ 30 Maximale Ausdauer
MaximumStaminaRank6Desc,progression,skills,New,+34 Maximum Stamina,最大スタミナ+34,+ 34 Maximale Ausdauer
MaximumStaminaRank7Desc,progression,skills,New,+38 Maximum Stamina,最大スタミナ+38,+ 38 Maximale Ausdauer
MaximumStaminaRank8Desc,progression,skills,New,+42 Maximum Stamina,最大スタミナ+42,+ 42 Maximale Ausdauer
MaximumStaminaRank9Desc,progression,skills,New,+46 Maximum Stamina,最大スタミナ+46,+ 46 Maximale Ausdauer
MaximumStaminaRank10Desc,progression,skills,New,+50 Maximum Stamina,最大スタミナ+50,+ 50 Maximale Ausdauer
MaximumStaminaRank1LongDesc,progression,skills,New,Increase your maximum Stamina by 6,あなたの最大スタミナを6増加させます。,Erhöhe deine maximale Ausdauer um 6.
MaximumStaminaRank2LongDesc,progression,skills,New,Increase your maximum Stamina by 12,あなたの最大スタミナを12増加させます。,Erhöhe deine maximale Ausdauer um 12.
MaximumStaminaRank3LongDesc,progression,skills,New,Increase your maximum Stamina by 18,あなたの最大スタミナを18増加させます。,Erhöhe deine maximale Ausdauer um 18.
MaximumStaminaRank4LongDesc,progression,skills,New,Increase your maximum Stamina by 24,あなたの最大スタミナを24増加させます。,Erhöhe deine maximale Ausdauer um 24.
MaximumStaminaRank5LongDesc,progression,skills,New,Increase your maximum Stamina by 30,あなたの最大スタミナを30増加させます。,Erhöhe deine maximale Ausdauer um 30.
MaximumStaminaRank6LongDesc,progression,skills,New,Increase your maximum Stamina by 34,あなたの最大スタミナを34増加させます。,Erhöhe deine maximale Ausdauer um 34.
MaximumStaminaRank7LongDesc,progression,skills,New,Increase your maximum Stamina by 38,あなたの最大スタミナを38増加させます。,Erhöhe deine maximale Ausdauer um 38.
MaximumStaminaRank8LongDesc,progression,skills,New,Increase your maximum Stamina by 42,あなたの最大スタミナを42増加させます。,Erhöhe deine maximale Ausdauer um 42.
MaximumStaminaRank9LongDesc,progression,skills,New,Increase your maximum Stamina by 46,あなたの最大スタミナを46増加させます。,Erhöhe deine maximale Ausdauer um 46.
MaximumStaminaRank10LongDesc,progression,skills,New,Increase your maximum Stamina by 50,あなたの最大スタミナを50増加させます。,Erhöhe deine maximale Ausdauer um 50.


DamageResistanceName,progression,skills,New,Damage Resistance,ダメージ耐性,Schadensresistenz
DamageResistanceDesc,progression,skills,New,Increase your hardiness and thus your resistance to damage.,自分の頑丈さを上げることで、ダメージへの耐性を上げます。(アーマーによる軽減の後適用されます),Erhöhe deine Zähigkeit und somit deinen Widerstand gegen Schaden.
DamageResistanceRank1Desc,progression,skills,New,+2.4% Damage Resistance,ダメージカット量+2.4%,+2.4% Widerstand gegen Schaden
DamageResistanceRank2Desc,progression,skills,New,+4.8% Damage Resistance,ダメージカット量+4.8%,+4.8% Widerstand gegen Schaden
DamageResistanceRank3Desc,progression,skills,New,+7.2% Damage Resistance,ダメージカット量+7.2%,+7.2% Widerstand gegen Schaden
DamageResistanceRank4Desc,progression,skills,New,+9.6% Damage Resistance,ダメージカット量+9.6%,9.6+% Widerstand gegen Schaden
DamageResistanceRank5Desc,progression,skills,New,+12% Damage Resistance,ダメージカット量+12%,+12% Widerstand gegen Schaden
DamageResistanceRank6Desc,progression,skills,New,+13.6% Damage Resistance,ダメージカット量+13.6%,+13.6% Widerstand gegen Schaden
DamageResistanceRank7Desc,progression,skills,New,+15.2% Damage Resistance,ダメージカット量+15.2%,+15.2% Widerstand gegen Schaden
DamageResistanceRank8Desc,progression,skills,New,+16.8% Damage Resistance,ダメージカット量+16.8%,+16.8% Widerstand gegen Schaden
DamageResistanceRank9Desc,progression,skills,New,+18.4% Damage Resistance,ダメージカット量+18.4%,+18.4% Widerstand gegen Schaden
DamageResistanceRank10Desc,progression,skills,New,+20% Damage Resistance,ダメージカット量+20%,+20% Widerstand gegen Schaden
DamageResistanceRank1LongDesc,progression,skills,New,Increase your Damage Resistance by 2.4%.,最終的なダメージから2.4%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 2.4%.
DamageResistanceRank2LongDesc,progression,skills,New,Increase your Damage Resistance by 4.8%.,最終的なダメージから4.8%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 4.8%.
DamageResistanceRank3LongDesc,progression,skills,New,Increase your Damage Resistance by 7.2%.,最終的なダメージから7.2%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 7.2%.
DamageResistanceRank4LongDesc,progression,skills,New,Increase your Damage Resistance by 9.6%.,最終的なダメージから9.6%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 9.6%.
DamageResistanceRank5LongDesc,progression,skills,New,Increase your Damage Resistance by 12%.,最終的なダメージから12%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 12%.
DamageResistanceRank6LongDesc,progression,skills,New,Increase your Damage Resistance by 13.6%.,最終的なダメージから13.6%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 13.6%.
DamageResistanceRank7LongDesc,progression,skills,New,Increase your Damage Resistance by 15.2%.,最終的なダメージから15.2%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 15.2%.
DamageResistanceRank8LongDesc,progression,skills,New,Increase your Damage Resistance by 16.8%.,最終的なダメージから16.8%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 16.8%.
DamageResistanceRank9LongDesc,progression,skills,New,Increase your Damage Resistance by 18.4%.,最終的なダメージから18.4%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 18.4%.
DamageResistanceRank10LongDesc,progression,skills,New,Increase your Damage Resistance by 20%.,最終的なダメージから20%ダメージが軽減されます。,Erhöhe deinen Widerstand gegen Schaden um 20%.

VigorName,progression,skills,New,Vigor,活力,Vitalität
VigorDesc,progression,skills,New,Swinging stuff around the whole time accustomed you to them so now it's less exerting. Lose less Stamina per melee swing.,周りのものをずっと振り回していると慣れてくるもので、今ではあまり力を入れなくなりました。攻撃でのスタミナ消費が減ります。,"Du hast dich daran gewöhnt, mit allerlei Dingen herumzufuchteln und ermüdest jetzt langsamer. Verbrauche mit jedem Angriff weniger Ausdauer. "
VigorRank1Desc,progression,skills,New,-3% Stamina Loss,スタミナ消費-3%,-3% Ausdauerverbrauch
VigorRank2Desc,progression,skills,New,-6% Stamina Loss,スタミナ消費-6%,-6% Ausdauerverbrauch
VigorRank3Desc,progression,skills,New,-9% Stamina Loss,スタミナ消費-9%,-9% Ausdauerverbrauch
VigorRank4Desc,progression,skills,New,-12% Stamina Loss,スタミナ消費-12%,-12% Ausdauerverbrauch
VigorRank5Desc,progression,skills,New,-15% Stamina Loss,スタミナ消費-15%,-15% Ausdauerverbrauch
VigorRank6Desc,progression,skills,New,-17% Stamina Loss,スタミナ消費-17%,-17% Ausdauerverbrauch
VigorRank7Desc,progression,skills,New,-19% Stamina Loss,スタミナ消費-19%,-19% Ausdauerverbrauch
VigorRank8Desc,progression,skills,New,-21% Stamina Loss,スタミナ消費-21%,-21% Ausdauerverbrauch
VigorRank9Desc,progression,skills,New,-23% Stamina Loss,スタミナ消費-23%,-23% Ausdauerverbrauch
VigorRank10Desc,progression,skills,New,-25% Stamina Loss,スタミナ消費-25%,-25% Ausdauerverbrauch
VigorRank1LongDesc,progression,skills,New,Lose 3% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を3%軽減させます。,Verbrauche 3% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank2LongDesc,progression,skills,New,Lose 6% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を6%軽減させます。,Verbrauche 6% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank3LongDesc,progression,skills,New,Lose 9% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を9%軽減させます。,Verbrauche 9% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank4LongDesc,progression,skills,New,Lose 12% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を12%軽減させます。,Verbrauche 12% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank5LongDesc,progression,skills,New,Lose 15% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を15%軽減させます。,Verbrauche 15% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank6LongDesc,progression,skills,New,Lose 17% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を17%軽減させます。,Verbrauche 17% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank7LongDesc,progression,skills,New,Lose 19% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を19%軽減させます。,Verbrauche 19% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank8LongDesc,progression,skills,New,Lose 21% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を21%軽減させます。,Verbrauche 21% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank9LongDesc,progression,skills,New,Lose 23% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を23%軽減させます。,Verbrauche 23% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 
VigorRank10LongDesc,progression,skills,New,Lose 25% less stamina while swinging melee tools and weapons,ツールと武器を使用した際のスタミナ消費を25%軽減させます。,Verbrauche 25% weniger Ausdauer durch die Benutzung von Werkzeugen und Nahkampfwaffen. 

ConstancyName,progression,skills,New,Constancy,持久力,Durchhaltevermögen
ConstancyDesc,progression,skills,New,All this cardio workout increased your endurance vastly. Regenerate more stamina at all times.,このすべての有酸素運動は、あなたの持久力を大幅に増加させました。スタミナの回復量が上昇します。,All dein Ausdauertraining macht sich bezahlt. Deine Kondition hat sich erheblich erhöht.
ConstancyRank1Desc,progression,skills,New,+3% Stamina Regeneration,スタミナ回復+3%,+3% Ausdauerregeneration
ConstancyRank2Desc,progression,skills,New,+6% Stamina Regeneration,スタミナ回復+6%,+6% Ausdauerregeneration
ConstancyRank3Desc,progression,skills,New,+9% Stamina Regeneration,スタミナ回復+9%,+9% Ausdauerregeneration
ConstancyRank4Desc,progression,skills,New,+12% Stamina Regeneration,スタミナ回復+12%,+12% Ausdauerregeneration
ConstancyRank5Desc,progression,skills,New,+15% Stamina Regeneration,スタミナ回復+15%,+15% Ausdauerregeneration
ConstancyRank6Desc,progression,skills,New,+17% Stamina Regeneration,スタミナ回復+17%,+17% Ausdauerregeneration
ConstancyRank7Desc,progression,skills,New,+19% Stamina Regeneration,スタミナ回復+19%,+19% Ausdauerregeneration
ConstancyRank8Desc,progression,skills,New,+21% Stamina Regeneration,スタミナ回復+21%,+21% Ausdauerregeneration
ConstancyRank9Desc,progression,skills,New,+23% Stamina Regeneration,スタミナ回復+23%,+23% Ausdauerregeneration
ConstancyRank10Desc,progression,skills,New,+25% Stamina Regeneration,スタミナ回復+25%,+25% Ausdauerregeneration
ConstancyRank1LongDesc,progression,skills,New,Regenerate 3% more stamina at all times,スタミナ回復量を3%上昇させます。,Regeneriere 3% mehr Ausdauer unter allen Bedingungen.
